Asset_Num,Serial_Number,Description,BU,BL,Asset_Life,Acquired,Acquisition_Cost,Total_Depn_Value,NBV,Current_Location,Type
H-MEP-AIAAA-0001,141323-01-001,"Mechanical Perforator 3.500""",TNU,SLS,72,9/16/2014,"6,885.00","5,491.60","1,393.40",,#N/A
H-MEP-AIAAA-0002, 141323-01-002,"Mechanical Perforator 3.500""",TNU,SLS,72,9/16/2014,"6,885.00","5,491.60","1,393.40",,#N/A
H-STS-AAAAA-0029,,SLS Tool Set No. 1 TUN SLS,TNU,SLS,72,12/1/2012,"120,892.13","120,892.03",0.10,,#N/A
I-ADP-WILDE-0030,04-3185-01,Transfer Air Pump 4000 BPD - Wilden,TNU,SWT,120,2/1/2013,"4,596.48","3,858.00",738.48,,Pump Weldon
I-BOP-H0405-0025,P10121,"BOP 4.00"" ID 5K",TNU,SLS,120,11/1/2012,"7,062.07","6,079.85",982.22,,#N/A
I-CHM-H0310-0001,FMF-GU-4117-001,"Choke Manifold 3.00"" 10K",TNU,SWT,120,11/1/2009,"144,951.69","144,951.59",0.10,,Choke Manifold
I-CIP-AAA10-0020,57014401001,Chemical Injection Pump 10K,TNU,SWT,120,11/1/2015,"8,058.00","3,572.55","4,485.45",,Pump Chemical Injection
I-CIP-AAA10-0021,57014401002,Chemical Injection Pump 10K,TNU,SWT,120,11/1/2015,"8,058.00","3,572.55","4,485.45",,Pump Chemical Injection
I-CRO-AAAAA-0016,SWT-TNU-CO-001,Cross Over Set No 1 TNU,TNU,SWT,120,1/28/2014,"6,028.07","3,851.26","2,176.81",,#N/A
I-CRO-AAAAA-0017,SWT-TNU-CO-002,Cross Over Set No 2 TNU,TNU,SWT,120,1/28/2014,"6,028.07","3,851.26","2,176.81",,#N/A
I-DAH-H0310-0038,SEPL-3200-DH01,"Data Header 3.00"" 10K",TNU,SWT,120,6/1/2012,"9,500.00","7,732.89","1,767.11",,Data Header
I-DFL-AAAAA-0009,,"6"" Flame Arrestor NACE, 150 CLASS",TNU,SWT,120,12/1/2018,"3,956.00",461.53,"3,494.47",,#N/A
I-DFL-AAAAA-0010,,"6"" Flame Arrestor NACE, 150 CLASS",TNU,SWT,120,12/1/2018,"3,956.00",461.53,"3,494.47",,#N/A
I-EDP-ELECT-0035,M102555,Transfer Electrical Pump 5000 BPD - NOV,TNU,SWT,120,11/1/2012,"9,079.81","7,817.08","1,262.73",,#N/A
I-ESD-AAAAA-0032,1799-12-09,ESD Panel,TNU,SWT,120,1/1/2014,"25,000.00","19,560.14","5,439.86",,ESD
I-SSV-H0310-0050,0904057-001,"Surface Safety Valve 3.00"" 10K",KIU,SWT,120,9/1/2009,"25,000.00","25,000.00",0.00,DNO P-13,SSV
I-GAM-H0314-0036,MFD-104/PRJ007768-1/12,"Gas Manifold 3.00"" 1440 psi",TNU,SWT,120,11/1/2015,"9,654.00","4,280.18","5,373.82",,Gas Manifold
I-SSV-H0310-0051,283595,"Surface Safety Valve 3.00"" 10K",KIU,SWT,120,9/1/2009,"25,000.00","25,000.00",0.00,,SSV
I-SSV-H0310-0052,127582 (Q32967-02),"Surface Safety Valve 3.00"" 10K",KIU,SWT,120,9/1/2009,"25,000.00","25,000.00",0.00,Murtaka Base,SSV
I-GAM-H0314-0039,MFD-ADB 17014,"Gas Manifold 3.00"" 1440 psi",TNU,SWT,120,11/1/2012,"30,266.03","26,056.73","4,209.30",,Gas Manifold
I-GIP-AAAAA-0001,827,Grease Injection Pump,TNU,SWT,120,2/1/2013,"9,525.00","7,994.82","1,530.18",,#N/A
I-GSC-H2003-0104,D632764,Gas Sampling Cylinder 20 Liter 3K,TNU,SWT,120,3/31/2013,"2,547.04","1,920.01",627.03,Not Found,Sampling
I-GSC-H2003-0110,D632830,Gas Sampling Cylinder 20 Liter 3K,TNU,SWT,120,3/31/2013,"2,440.00","1,733.06",706.94,Not Found,Sampling
I-GSC-H2003-0114,FZ0000404,Gas Sampling Cylinder 20 Liter 3K,TNU,SWT,120,6/11/2014,"2,623.02","1,423.27","1,199.75",Not Found,Sampling
I-GSC-H2003-0115,FZ0000405,Gas Sampling Cylinder 20 Liter 3K,TNU,SWT,120,6/11/2014,"2,623.02","1,423.27","1,199.75",Not Found,Sampling
I-GSC-H2003-0116,FZ0000406,Gas Sampling Cylinder 20 Liter 3K,TNU,SWT,120,6/11/2014,"2,623.02","1,423.27","1,199.75",Not Found,Sampling
I-GSC-H2003-0177,,Gas Sampling Cylinder GSC 100232,TNU,SWT,120,5/1/2019,"30,814.16","2,310.99","28,503.17",Not Found,Sampling
I-OIM-H0314-0022,PRJ007768-1/12,"Oil Manifold 3.00"" 1440 psi",TNU,SWT,120,11/1/2015,"20,067.00","8,896.83","11,170.17",,Oil Manifold
I-FLT-AAAAA-0010,FTB-001,"Flare line Tubing Set  3.5"" No. 1 KIU-SWT",KIU,SWT,120,1/31/2013,"14,484.69","10,893.44","3,591.25",Murtaka Base,Tubing Basket
I-VFS-AAA00-0009,VFL-63,Gas Flare Stack 60 ft.,KIU,SWT,120,9/1/2011,"35,000.00","35,000.00",0.00,,Flare Stack
I-OPC-H0615-0124,12/0802,One Phase Sampler 600 CC 15K,TNU,SWT,72,12/1/2013,"18,670.00","18,669.90",0.10,Not Found,Sampling
I-PCR-HAA20-0021,SWT-SR-009,"Pressure Chart Recorder Separator (0-2k PSI 0-400"" H2O)",TNU,SWT,120,7/20/2010,"5,000.00","4,787.43",212.57,,#N/A
I-PDC-H0610-0015,10/0341,Possitive Displacement Cylinder 600 CC 10K,TNU,SWT,120,11/1/2013,"3,607.27","3,008.12",599.15,Not Found,Sampling
I-PDC-H0610-0016,10/0338,Possitive Displacement Cylinder 600 CC 10K,TNU,SWT,120,11/1/2013,"3,607.27","3,008.12",599.15,Not Found,Sampling
I-PDC-H0610-0156,1001253,Possitive Displacement Cylinder 600 CC 10K,TNU,SWT,120,6/11/2014,"4,906.66","2,662.36","2,244.30",Not Found,Sampling
I-PDC-H0610-0157,1001254,Possitive Displacement Cylinder 600 CC 10K,TNU,SWT,120,6/11/2014,"4,906.66","2,662.36","2,244.30",Not Found,Sampling
I-PDC-H0610-0158,1001255,Possitive Displacement Cylinder 600 CC 10K,TNU,SWT,120,6/11/2014,"4,906.66","2,662.36","2,244.30",Not Found,Sampling
I-PDC-H0610-0169,,Positive Displacement Cylinder,TNU,SWT,120,5/1/2019,"48,948.54","3,671.07","45,277.47",Not Found,Sampling
I-SLU-AAFLY-0027,101770,SLS Unit Skid Mounted Double Drum Fly Line,TNU,SLS,72,11/1/2012,"35,310.37","35,310.27",0.10,,#N/A
F-TRB-AAACH-0057,DJ 122 00 0014/PO 2010-060/96507,Basket Coflexip Hose,CEU,SWT,120,11/1/2008,"15,000.00","14,999.90",0.10,,Coflixp Basket
I-VFS-AAA45-0019,Oilserv-2012-3,Gas Flare Stack - 45 ft.,TNU,SWT,120,4/21/2010,"6,000.00","5,886.57",113.43,,#N/A
B-COM-AAAAA-0036,GHCMNY1,Lap Top Dell Latitude 7404 Acqusition,KSU,SWT,36,7/1/2015,"3,825.27",0.01,"3,825.26",,PC
B-COM-AAAAA-0037,GGCMNY1,Lap Top Dell Latitude 7404 Acqusition,KSU,SWT,36,7/1/2015,"3,825.27","2,762.60","1,062.67",,PC
D-DWT-AA10K-0022,,Dead Weight Tester 10 KPSI Dewitt,KSU,SWT,120,1/1/2019,"7,500.00",812.39,"6,687.61",,#N/A
D-DWT-AAAAA-0014,SWT/KSA/500284/14/SI084290,Dead Weight Tester 10K,KSU,SWT,120,7/1/2015,"34,282.64","7,427.80","26,854.84",,Instromentation
D-DWT-AAAAA-0021,,Dead Weight Tester 10 KPSI Dewitt,KSU,SWT,120,12/1/2018,"7,500.00",874.99,"6,625.01",,#N/A
D-GGK-AAAAA-0011,P-1688,Gas Gravitimeter Ranarex,KSU,SWT,120,4/1/2012,"10,500.00","8,224.97","2,275.03",,#N/A
D-GGK-AAAAA-0014,P-1845,Gas Gravitimeter Ranarex,KSU,SWT,120,4/1/2012,"10,500.00","8,224.97","2,275.03",,#N/A
D-GGK-AAAAA-0017,10219016C-9,Gas Gravitimeter Ranarex,KSU,SWT,120,5/1/2015,"19,561.90","4,238.35","15,323.55",,#N/A
D-GGK-AAAAA-0018,P-2122,Gas Gravitimeter Ranarex,KSU,SWT,120,8/1/2015,"19,242.72","3,166.52","16,076.20",,#N/A
D-PDM-AAAAA-0011,,NTHON PAAR DENSITY METER EX PETROL,KSU,SWT,120,4/1/2019,"3,900.00",324.92,"3,575.08",,#N/A
D-PDM-AAAAA-0012,,ANTHON PAAR DENSITY METER EX PETROL,KSU,SWT,120,12/1/2018,"3,900.00",454.99,"3,445.01",,#N/A
E-STP-HYDRO-0019,SEPL-U197,Surge Tank 100 bbls 150 psi Dual Compartment Vertical,KSU,SWT,120,9/1/2015,"78,377.00","12,736.25","65,640.75",,Surge Tank
E-STP-HYDRO-0020,SEPL-U198,Surge Tank 100 bbls 150 psi Dual Compartment Vertical,KSU,SWT,120,9/1/2015,"76,000.00","16,466.41","59,533.59",,Surge Tank
E-STP-HYDRO-0023,MTC-CC4-ST-50-50-21 / J799/ V265,Surge Tank 50 bbls 50 psi Dual Compartment Vertical,KSU,SWT,120,12/1/2015,"132,792.41","41,535.21","91,257.20",,#N/A
E-STP-HYDRO-0035,SEPL-N343,Storage Tank 500 bbls 50psi Cylindrical Hydrocarbon,KSU,SWT,120,2/19/2017,"105,900.37","73,601.31","32,299.06",,Sto Tank
F-AIC-AAAAA-0028,ITR0929041 / 3041,Air Compressor 36 CFM,KSU,SWT,120,11/1/2015,"16,872.54","3,655.65","13,216.89",,Air Compressor
F-AIC-AAAAA-0052,2202780501-2 (CAI 713536),Air Compressor 85 CFM,KSU,SWT,120,12/1/2015,"33,442.27","5,767.60","27,674.67",,#N/A
F-GEN-AAAAA-0039,OLY00000VLEL03714,Generator 135 KVA,KSU,SWT,120,12/1/2015,"78,942.41","1,989.09","76,953.32",,#N/A
F-GEN-AAAAA-0070,FGWPEP21LAMU03075,Generator 45 KVA,KSU,SWT,120,11/1/2015,"14,356.00","2,275.94","12,080.06",,Generator
F-LAC-008FT-0072,,Lab Cabin 8 Ft,KSU,SWT,120,12/1/2018,"12,000.00","1,399.99","10,600.01",,#N/A
F-LAC-008FT-0073,,Lab Cabin 8 Ft,KSU,SWT,120,1/1/2019,"12,000.00","1,299.89","10,700.11",,#N/A
F-LAC-AAAAP-0036,PRJ009054-1/14,Lab Cabin Pressurized,KSU,SWT,120,7/1/2015,"140,906.00","23,484.33","117,421.67",,lab  Cabin
F-LAC-AAAAP-0037,PRJ009054-2/14,Lab Cabin Pressurized,KSU,SWT,120,7/1/2015,"140,906.00","30,529.24","110,376.76",,lab  Cabin
F-LAC-AAAAP-0038,PRJ009054-3/14,Lab Cabin Pressurized,KSU,SWT,120,7/1/2015,"140,906.00","23,484.33","117,421.67",,lab  Cabin
F-LAC-AAANP-0027,WTAC-102/PRJ00768-2/12,Lab Cabin Non-Pressurized,KSU,SWT,120,11/1/2015,"36,546.00","5,793.87","30,752.13",,lab  Cabin
F-LAC-AAANP-0028,MTC-WSHOP-37,Lab Cabin Non-Pressurized,KSU,SWT,120,12/1/2015,"36,202.41","6,248.40","29,954.01",,lab  Cabin
F-STR-AAAAA-0014,,Crossovers Storage Rack,KSU,SWT,120,7/1/2019,"3,718.62",216.86,"3,501.76",,#N/A
F-STR-AAAAA-0015,,Fabrication of Slings rack with shade,KSU,SWT,120,6/1/2019,"1,551.43",103.36,"1,448.07",,#N/A
F-TRB-AAAAA-0013,PIP-RAK/01,Basket Piping & Elbows Set No. 1 KSU-SWT,KSU,SWT,120,9/1/2015,"176,263.57","38,189.87","138,073.70",,#N/A
F-TRB-AAAAA-0014,PIP-RAK/02,Basket Piping & Elbows Set No. 2 KSU-SWT,KSU,SWT,120,9/1/2015,"176,263.57","28,642.82","147,620.75",,#N/A
F-TRB-AAAAA-0015,PIP-RAK/03,Basket Piping & Elbows Set No. 3 KSU-SWT,KSU,SWT,120,9/1/2015,"176,263.57","28,642.82","147,620.75",,#N/A
F-TRB-AAACH-0072,CFX-BSK/01,Coflexip Basket,KSU,SWT,120,1/1/2015,1.00,0.90,0.10,,#N/A
F-TRB-AAACO-0072,XVR-BSK/02,Crossover Basket,KSU,SWT,120,1/1/2015,1.00,0.90,0.10,,#N/A
F-TRB-AAAFH-0069,MTC-101-FH-3-10-23,Flowhead Basket,KSU,SWT,120,8/1/2015,"10,800.00","2,339.94","8,460.06",,#N/A
F-TRB-AAAFH-0070,MTC-101-FH-3-10-25 ,Flowhead Basket,KSU,SWT,120,5/1/2015,"10,800.00","1,847.36","8,952.64",,#N/A
G-FTR-AAAAA-0044,,SWT Testing new Trailer Package 1 (Specialist),KSU,SWT,120,12/1/2018,"990,853.00","115,599.51","875,253.49",,#N/A
G-FTR-AAAAA-0045,,SWT Testing new Trailer Package 2 (Specialist),KSU,SWT,120,12/1/2018,"990,853.00","115,599.51","875,253.49",,#N/A
G-FTR-AAAAA-0046,,SWT Testing new Trailer Package 3 (Specialist),KSU,SWT,120,12/1/2018,"990,853.00","108,244.45","882,608.55",,#N/A
G-FTR-AAAAA-0047,,SWT Testing new Trailer Package 4 (Specialist),KSU,SWT,120,12/1/2018,"990,853.00","108,244.45","882,608.55",,#N/A
G-FTR-AAAAA-0051,,SWT Testing Refurbished Package 1,KSU,SWT,120,12/1/2018,"446,300.00","3,719.18","442,580.82",,#N/A
G-FTR-AAAAA-0052,,SWT Testing Refurbished Package 2,KSU,SWT,120,12/1/2018,"446,300.00","3,719.18","442,580.82",,#N/A
G-FTR-AASWT-0013,PRJ00768-2/12-1,Trailer for SWT Process,KSU,SWT,120,12/1/2015,"85,832.41","14,603.76","71,228.65",,#N/A
G-FTR-AASWT-0015,PRJ007768-2/12,Trailer for SWT Utility,KSU,SWT,120,2/1/2015,"151,687.00","85,659.13","66,027.87",,#N/A
G-FTR-APSWT-0048,10015-PT-05,SWT Testing new Trailer Package 5 (Specialist),KSU,SWT,120,5/1/2019,"990,853.00","74,313.90","916,539.10",,#N/A
G-FTR-APSWT-0049,10015-PT-06,SWT Testing new Trailer Package 6 (Specialist),KSU,SWT,120,5/1/2019,"990,853.00","74,313.90","916,539.10",,#N/A
G-FTR-APSWT-0050,10015-PT-07,SWT Testing new Trailer Package 7 (Specialist),KSU,SWT,120,5/1/2019,"990,853.00","74,313.90","916,539.10",,#N/A
H-CRO-43602-0109,,"X-over,( Integral construction ) 4"" Fig 602 Male with nut x 3"" ",KSU,SWT,120,1/1/2019,"4,984.00",539.83,"4,444.17",,#N/A
H-CRO-43602-0110,,"X-over,( Integral construction ) 4"" Fig 602 Female x 3""",KSU,SWT,120,1/1/2019,"3,738.00",404.84,"3,333.16",,#N/A
H-CRO-538AC-0108,,Crossover - Downhole (5 3/8,KSU,SWT,120,2/1/2019,"4,899.51",489.85,"4,409.66",,#N/A
I-ADP-WILDE-0011,PRJ007768-3/12,Transfer Pump 5000 BOPD Screw Pump Diesel Engine,KSU,SWT,120,6/1/2014,"93,692.00","68,119.14","25,572.86",,#N/A
I-ADP-WILDE-0026,21556287,Transfer Air Pump 4000 BPD - Wilden,KSU,SWT,120,9/1/2015,"2,152.00",17.94,"2,134.06",,Pump Weldon
I-BUB-H8514-0001,SE-19-2/(3HB22),Burner Boom 3 Section 85 ft. 1440 psi,KSU,SWT,120,7/1/2015,"78,364.08","13,060.68","65,303.40",,#N/A
I-BUB-H8514-0002,SE-19-1/(3HB23),Burner Boom 3 Section 85 ft. 1440 psi,KSU,SWT,120,7/1/2015,"75,297.08","12,549.51","62,747.57",,#N/A
I-BUH-H0314-0011,3HB48,Burner 3 Heads 1440 psi,KSU,SWT,120,7/1/2015,"36,364.08","7,878.73","28,485.35",,Burner
I-BUH-H0314-0012,3HB49,Burner 3 Heads 1440 psi,KSU,SWT,120,7/1/2015,"33,297.08","7,214.30","26,082.78",,Burner
I-BUH-H0314-0013,N3HB-48,Burner 3 Heads 1440 psi,KSU,SWT,120,7/1/2015,"36,594.15","6,099.01","30,495.14",,Burner
I-BUH-H0314-0014,N3HB-49,Burner 3 Heads 1440 psi,KSU,SWT,120,7/1/2015,"36,594.15","6,099.01","30,495.14",,Burner
I-BUH-H0414-0022,4HB-01,Burner 4 Heads 1440 psi,KSU,SWT,120,6/1/2012,"41,715.50","33,955.98","7,759.52",,Burner
I-BUH-H0414-0023,4HB-03,Burner 4 Heads 1440 psi,KSU,SWT,120,6/1/2012,"41,715.50","33,955.98","7,759.52",,Burner
I-CFL-H0310-0006,TR031703CLM402,"Coflexip Hose 3.00"" 10K",KSU,SWT,120,6/1/2014,"155,514.03","99,209.82","56,304.21",,Coflixp Hose
I-CFL-H0310-0007,TR064817CLM4-11,"Coflexip Hose 3.00"" 10K",KSU,SWT,120,9/1/2015,"141,149.50","22,936.79","118,212.71",,Coflixp Hose
I-CFL-H0310-0008,TR064817CLM4.01,"Coflexip Hose 3.00"" 10K",KSU,SWT,120,9/1/2015,"141,149.50","22,936.79","118,212.71",,Coflixp Hose
I-CFL-H0310-0009,TR064817CLM4.12,"Coflexip Hose 3.00"" 10K",KSU,SWT,120,9/1/2015,"141,149.50","30,582.01","110,567.49",,Coflixp Hose
I-CFL-H0315-0010,TR 063897CLM401,"Coflexip Hose 3.00"" 15K",KSU,SWT,120,2/1/2014,"164,620.46","94,563.59","70,056.87",,Coflixp Hose
I-CHM-H0310-0027,MTC-255-CMR-3-10-76 (MTCJO-0194),"Choke Manifold 3.00"" 10K",KSU,SWT,120,5/1/2015,"114,238.75","19,540.83","94,697.92",,Choke Manifold
I-CHM-H0310-0028,MTC-255-CMR-3-10-75,"Choke Manifold 3.00"" 10K",KSU,SWT,120,5/1/2015,"118,036.05",983.64,"117,052.41",,Choke Manifold
I-CHM-H0310-0029,MTC-188-CMR-3-10-66,"Choke Manifold 3.00"" 10K",KSU,SWT,120,8/1/2015,"117,332.50","25,421.70","91,910.80",,Choke Manifold
I-CHM-H0315-0033,A 6316 - 4 / 10,"Choke Manifold 3.00"" 15K",KSU,SWT,120,5/1/2014,"110,000.00","71,452.24","38,547.76",,Choke Manifold
I-CIP-AAA03-0023,50051AWB01,Chemical Injection Pump 3K,KSU,SWT,120,11/1/2015,"2,322.48",503.14,"1,819.34",,#N/A
I-CIP-AAAAA-0054,,Chemical Injection Pump,KSU,SWT,120,8/1/2018,"13,744.91","2,061.72","11,683.19",,Pump Chemical Injection
I-CRO-AAAAA-0026,SWT/KSA/14/400163/RT903746A - 1,Cross over set No. 1 KSU-SWT,KSU,SWT,120,5/1/2015,"89,521.13","19,788.77","69,732.36",,#N/A
I-CRO-AAAAA-0027,SWT/KSA/14/400163/RT903746A - 2,Cross over set No. 2 KSU-SWT,KSU,SWT,120,5/1/2015,"89,521.13","19,788.77","69,732.36",,#N/A
I-CRO-AAAAA-0028,SWT/KSA/14/400163/RT903746A - 3,Cross over set No. 3 KSU-SWT,KSU,SWT,120,5/1/2015,"89,521.13","19,788.77","69,732.36",,#N/A
I-CRO-AAAAA-0046,,KSU SWT Cross overs and Flanges set,KSU,SWT,120,3/1/2019,"31,445.13","2,882.37","28,562.76",,#N/A
I-CRO-AAAAA-0047,,"ASSLY, CROSSOVER SUB 5 3/8""-4 ACME - RH PIN X 4",KSU,SWT,120,10/1/2018,"9,423.00",78.53,"9,344.47",,#N/A
I-CRO-AAAAA-0048,,"ASSLY, CROSSOVER SUB 5 3/8""-4 ACME - RH PIN X 4",KSU,SWT,120,10/1/2018,"5,329.80",44.42,"5,285.38",,#N/A
I-CRO-AAAAA-0049,,"ASSLY, CROSSOVER SUB 5 3/8""-4 ACME - RH PIN X 4",KSU,SWT,120,10/1/2018,"5,329.80",44.42,"5,285.38",,#N/A
I-CRO-AAAAA-0050,,"ASSLY, CROSSOVER SUB 5 3/8""-4 ACME - RH PIN X 4",KSU,SWT,120,10/1/2018,"5,329.80",44.42,"5,285.38",,#N/A
I-CRO-AAAAA-0059,,"Adaptor Flange ( welded construction ) 8"" ",KSU,SWT,120,3/1/2019,"2,440.00",223.58,"2,216.42",,#N/A
I-CRO-AAAAA-0060,,KSU SWT Cross over set,KSU,SWT,120,3/1/2019,"40,711.16","3,731.77","36,979.39",,#N/A
I-CRO-AAAAA-0061,,KSU SWT Cross over set,KSU,SWT,120,3/1/2019,"43,238.58","3,963.44","39,275.14",,#N/A
I-DAH-31610-0071,,"Data header( Integral ), 3-1/16"" 10k BX-154 Flange",KSU,SWT,120,1/1/2019,"2,093.36",226.68,"1,866.68",,#N/A
I-DAH-31610-0072,,"Data header( Integral ), 3-1/16"" 10k BX-154 Flange",KSU,SWT,120,1/1/2019,"2,093.36",226.68,"1,866.68",,#N/A
I-DAH-31610-0073,,"Data header( Integral ), 3-1/16"" 10k BX-154 Flange",KSU,SWT,120,1/1/2019,"2,093.36",226.68,"1,866.68",,#N/A
I-DAH-31610-0074,,"Data header( Integral ), 3-1/16"" 10k BX-154 Flange",KSU,SWT,120,1/1/2019,"2,093.36",226.68,"1,866.68",,#N/A
I-DAH-H0310-0023,DH315MF-01,"Data Header 3.00"" 10K",KSU,SWT,120,7/1/2015,"11,094.15","1,849.02","9,245.13",,Data Header
I-DAH-H0310-0024,DH315M315F4-4,"Data Header 3.00"" 10K",KSU,SWT,120,9/1/2015,"11,050.00","1,795.61","9,254.39",,Data Header
I-DAH-H0310-0025,100935-1-1-1,"Data Header 3.00"" 10K",KSU,SWT,120,12/1/2015,"23,041.41","3,955.81","19,085.60",,Data Header
I-DAS-AAA10-0048,1170 wl base sta,AKS Data Acquisition Set No. 1 KSU,KSU,SWT,36,11/1/2015,"58,313.00","1,619.81","56,693.19",,#N/A
I-DAS-AAA10-0056,765,Fardux Data Acquisition 15K Set No. 3 KSU,KSU,SWT,36,2/1/2015,"76,682.50","76,682.40",0.10,,#N/A
I-EDP-ELECT-0034,MTC-TP-5-150-71(PU0041491),Transfer Electrical Pump 5000 BPD - MTC,KSU,SWT,120,12/1/2015,"43,302.41","7,485.20","35,817.21",,Pump
I-EDP-ELECT-0039,SE017,Transfer Electrical Pump 5000 BPD - SEPL,KSU,SWT,120,7/1/2015,"56,550.00","12,252.28","44,297.72",,#N/A
I-EDP-ELECT-0040,SE-029,Transfer Electrical Pump 5000 BPD - SEPL,KSU,SWT,120,9/1/2015,"50,000.00","8,124.99","41,875.01",,#N/A
I-EDP-ELECT-0048,DS8-240-3468,Transfer Electrical Pump 10000 BPD - SRI,KSU,SWT,120,5/1/2015,"85,803.21","46,899.59","38,903.62",,Pump
I-EDP-ELECT-0049,DS8-240-3470,Transfer Electrical Pump 10000 BPD - SRI,KSU,SWT,120,5/1/2015,"85,803.21","46,899.59","38,903.62",,Pump
I-EDP-ELECT-0050,DS8-240-3469,Transfer Electrical Pump 10000 BPD - SRI,KSU,SWT,120,5/1/2015,"85,803.21","46,899.59","38,903.62",,Pump
I-EDP-ELECT-0061,MTC-TP-5-150-70(PU0041530),Transfer Electrical Pump 5000 BPD - MTC,KSU,SWT,120,12/1/2015,"43,302.41","7,485.20","35,817.21",,Pump
I-ESD-AAAAA-0013,13006-8,ESD Panel,KSU,SWT,120,5/1/2015,"30,999.41","5,302.53","25,696.88",,ESD
I-ESD-AAAAA-0014,13006-7,ESD Panel,KSU,SWT,120,5/1/2015,"28,229.38","4,828.70","23,400.68",,ESD
I-ESD-AAAAA-0015,13006-6,ESD Panel,KSU,SWT,120,5/1/2015,"26,569.41","5,873.17","20,696.24",,ESD
I-ESD-AAAAA-0052,,Emergency Shut Down (ESD),KSU,SWT,120,5/1/2019,"18,980.20","1,423.44","17,556.76",,#N/A
I-FLH-41610-0019,,"ADAPTOR FLANGES 4-1/16"" -10K X 5-3/8""",KSU,SWT,120,8/1/2019,"2,797.63",139.84,"2,657.79",,#N/A
I-FLH-AAAAA-0018,,"ADAPTOR FLANGES 4-1/16"" -10K X 5-3/8""",KSU,SWT,120,12/1/2018,"2,797.63",326.37,"2,471.26",,#N/A
I-FLH-H0310-0004,IO112656-0-1 / ME1873,"Flow Head 3.00"" 10K",KSU,SWT,120,5/1/2014,"106,652.80","68,541.66","38,111.14",,Flow Head
I-FLH-H0310-0007,1010658 - 3 /ME1886,"Flow Head 3.00"" 10K",KSU,SWT,120,6/1/2014,"112,381.67","71,693.61","40,688.06",,Flow Head
I-FLH-H0310-0011,IO115195-1(FH)MTC-101-FH-3-10-25(Bas),"Flow Head 3.00"" 10K",KSU,SWT,120,5/1/2015,"123,430.00","21,113.02","102,316.98",,Flow Head
I-FLH-H0310-0012,IO114259-1(FH)MTC-101-FH-3-10-23(Bas),"Flow Head 3.00"" 10K",KSU,SWT,120,8/1/2015,"119,000.00","25,782.96","93,217.04",,Flow Head
I-FLH-H0315-0014,I08857-1,"Flow Head 3.00"" 15K",KSU,SWT,120,6/1/2014,"143,432.00","90,501.44","52,930.56",,Flow Head
I-GAM-31440-0060,,"GAS MANIFOLD 3"" FIG 602 - 1440PSI WP",KSU,SWT,120,12/1/2018,"5,500.00",641.65,"4,858.35",,#N/A
I-GAM-31440-0061,,"GAS MANIFOLD 3"" FIG 602 - 1440PSI WP",KSU,SWT,120,12/1/2018,"5,500.00",641.65,"4,858.35",,#N/A
I-GAM-31440-0063,,"GAS MANIFOLD 3"" FIG 602 - 1440PSI WP",KSU,SWT,120,12/1/2018,"5,500.00",641.65,"4,858.35",,#N/A
I-GAM-H0314-0019,SE-027,"Gas Manifold 3.00"" 1440 psi",KSU,SWT,120,9/1/2015,"7,377.00","1,598.29","5,778.71",,Gas Manifold
I-GAM-H0314-0020,SE-015,"Gas Manifold 3.00"" 1440 psi",KSU,SWT,120,9/1/2015,"5,000.00","1,083.36","3,916.64",,Gas Manifold
I-GAM-H0414-0040,SE-028,"Gas Manifold 4.00"" 1440 psi",KSU,SWT,120,9/1/2015,"13,377.00","2,173.75","11,203.25",,#N/A
I-GAM-H0414-0041,SE-016,"Gas Manifold 4.00"" 1440 psi",KSU,SWT,120,9/1/2015,"11,000.00","1,787.49","9,212.51",,#N/A
I-HAR-AAAAA-0001,AIR-ACM/01,Horizantal Air Receiver (Skid Mounted),KSU,SWT,120,1/1/2015,1.00,0.90,0.10,,#N/A
I-LGM-H0214-0001,N432,Low Gas Metering Skid 1440 psi,KSU,SWT,120,8/1/2014,"35,466.00","24,062.74","11,403.26",,Flow Meter
I-OIM-31440-0042,,"OIL MANIFOLD 3"" FIG 602 - 1440PSI WP",KSU,SWT,120,12/1/2018,"8,750.00","1,020.83","7,729.17",,#N/A
I-OIM-H0314-0011,SE-026,"Oil Manifold 3.00"" 1440 psi",KSU,SWT,120,9/1/2015,"11,877.00","1,930.00","9,947.00",,Oil Manifold
I-OIM-H0314-0012,SE-014,"Oil Manifold 3.00"" 1440 psi",KSU,SWT,120,9/1/2015,"9,500.00","2,058.26","7,441.74",,Oil Manifold
I-PCH-AAAAA-0002,,2 Pen Circular Chart Recorder ,KSU,SWT,120,6/1/2019,"5,581.27",372.02,"5,209.25",,#N/A
I-PCH-HAA10-0056,202N-120505447001,Differential Chart Recorder,KSU,SWT,120,1/1/2018,1.00,0.90,0.10,,#N/A
I-PCR-HAA15-0026,,PRESSURE CHART RECORDER        10KPSI,KSU,SWT,120,12/1/2018,"2,326.00",271.35,"2,054.65",,#N/A
I-PCR-HAA15-0029,,PRESSURE CHART RECORDER       ,KSU,SWT,120,4/1/2019,"2,326.00",193.76,"2,132.24",,#N/A
I-PCR-HAA30-0057,15.00032.1-01,Wellhead Chart Recorder,KSU,SWT,120,1/1/2018,1.00,0.90,0.10,,#N/A
